gameid,time,roundNum,sender,contents,tangram
6510-9,1438802974584,1,matcher,"Ready",0
6510-9,1438802999827,1,director,"1 is has a square and a triangle at the top with the triangle to the left of the square",B
6510-9,1438803034182,1,director,"It comes to a point at the left of the square",B
6510-9,1438803050855,1,matcher,"ok I think I got it",B
6510-9,1438803080982,1,director,"2 has a diamond shape center at the top on a point and has 2 2 points on the right and on the left a point pointing straight up",K
6510-9,1438803142593,1,matcher,"ok",K
6510-9,1438803195001,1,director,"3 looks like a man with 2 legs facing left with one leg kicked out and a square on his back",A
6510-9,1438803238617,1,matcher,"ok",A
6510-9,1438803284242,1,director,"4 looks like a person facing o their knees with there arm out facing right",L
6510-9,1438803297334,1,matcher,"ok",L
6510-9,1438803328979,1,director,"5 looks very similar but no arms or legs. Just a head and body",H
6510-9,1438803357576,1,matcher,"ok",H
6510-9,1438803382018,1,director,"6 is perfectly square on the left with 2 points on the right and a diamond centered on top",J
6510-9,1438803393990,1,matcher,"ok",J
6510-9,1438803450876,1,director,"7 has a square on top left and a triangle beside it on the right.",G
6510-9,1438803460979,1,director,"The bottom left comes to a long point",G
6510-9,1438803472534,1,director,"triangle sticking way out on the bottom right",G
6510-9,1438803478873,1,matcher,"ok",G
6510-9,1438803512598,1,director,"8 kind of likes like a person ice skating facing left with both arms extended and one leg in the air",I
6510-9,1438803530060,1,matcher,"ok",I
6510-9,1438803559727,1,director,"9 looks like a person with both arms in the air",C
6510-9,1438803601347,1,director,"its a diamond in the center and and a point coming up on either side",C
6510-9,1438803617151,1,matcher,"ok",C
6510-9,1438803633420,1,director,"10 looks like a person doing a situp",F
6510-9,1438803644200,1,matcher,"ok",F
6510-9,1438803645215,1,director,"diamond sitting on a point on the far right",F
6510-9,1438803657812,1,matcher,"ok",F
6510-9,1438803688608,1,director,"11 has two triangles extending by the points from a diamond",E
6510-9,1438803713140,1,matcher,"ok done",E
6510-9,1438803728165,2,matcher,"ready",0
6510-9,1438803729603,2,director,"1 looks like the person doing situp",F
6510-9,1438803739618,2,matcher,"ok",F
6510-9,1438803751772,2,director,"2 facing left with leg kicked out and square on his back",A
6510-9,1438803767464,2,matcher,"ok",A
6510-9,1438803772959,2,director,"3 sitting facing right with no arms or legs",H
6510-9,1438803796465,2,matcher,"ok",H
6510-9,1438803821628,2,director,"4 square on the left. On the right pointed at the top and bottom and diamond centered on top",J
6510-9,1438803848447,2,matcher,"ok",J
6510-9,1438803855656,2,director,"5 person facing right on knees with arms extended",L
6510-9,1438803871626,2,matcher,"ok",L
6510-9,1438803893551,2,director,"6 is the two triangles extending up from the corner of the square",E
6510-9,1438803909607,2,matcher,"ok",E
