gameid,time,roundNum,sender,contents,tangram
2121-8,1438802378678,1,matcher,"Hello",0
2121-8,1438802384338,1,director,"Hello",0
2121-8,1438802396458,1,matcher,"Start with your #1 and let me know what it is?",A
2121-8,1438802411222,1,director,"A guy with a foot up carrying a flag",A
2121-8,1438802420131,1,matcher,"got it",A
2121-8,1438802436386,1,director,"2 A women dancing in a dress",G
2121-8,1438802439550,1,director,"alone",G
2121-8,1438802461531,1,director,"3 A person at a podium",D
2121-8,1438802483403,1,director,"getting it?",0
2121-8,1438802493264,1,matcher,"I'm not sure about #2, but I think I got #3",G
2121-8,1438802502652,1,matcher,"Just keep going and I'll figure it out"
2121-8,1438802526488,1,director,"4 a person holding their arms out and one leg up"I
2121-8,1438802548757,1,director,"5 and indian sitting with a headress thingy",E
2121-8,1438802593298,1,director,"6 someone standing facing right in a robe",K
2121-8,1438802633765,1,director,"7 A square on the left image",J
2121-8,1438802652773,1,director,"8 A person kicking back on the ground facing left",F
2121-8,1438802685259,1,director,"9A person standing and bending at the knees facing right",L
2121-8,1438802714178,1,director,"10 A person on their knees holding their hands out sideways",B
2121-8,1438802745435,1,director,"11 A person who looks alone.  ",H
2121-8,1438802759016,1,director,"12 someone warning you or a ghost",C
2121-8,1438802772289,1,matcher,"Is 11 a person sitting down?",H
2121-8,1438802799173,1,director,"looks like it.~~~~~~no arms facing towards us",H
2121-8,1438802809938,1,matcher,"Okay, I'm pretty sure I got them all right",0
2121-8,1438802817115,1,director,"submit",0
2121-8,1438802820241,1,matcher,"Thanks!",0
2121-8,1438802836034,2,director,"7 correct",0
2121-8,1438802844370,2,matcher,"Hmm",0
2121-8,1438802856875,2,director,"1 looks like someone on their knees with their arms out",B
2121-8,1438802881215,2,matcher,"Okay, are the arms out on either side of the picture or just one side?",B
2121-8,1438802883023,2,director,"2 looks like someone at a podium facing left",D
2121-8,1438802897531,2,director,"both sides",D
2121-8,1438802928882,2,director,"3 looks like someone at a podium looking right",K
2121-8,1438802941622,2,director,"4 looks like a ghost boo",C
2121-8,1438802974549,2,director,"5 kinda looks a square on the right side and plain",J
2121-8,1438802996635,2,director,"6 looks like a women dancing in a dress alone",G
2121-8,1438803020488,2,director,"7 looks like a guy holding a flag with one leg in the air",A
2121-8,1438803035655,2,matcher,"7 is he facing left?",A
2121-8,1438803042741,2,director,"yes",A
2121-8,1438803069000,2,director,"8 looks like someone standing with bent knees",L
2121-8,1438803086616,2,director,"9 is that lonely looking on with no arms",H
2121-8,1438803106408,2,director,"10 looks a roller skater with a leg up facing left",I
2121-8,1438803138175,2,director,"11 looks like a guy sitting and leaning against a wall facing left",F
2121-8,1438803157128,2,director,"12 looks like a seated indian with a thing on his head",E
2121-8,1438803170780,2,matcher,"Hmm, okay, I think I'm getting lonely guy and leaning guy facing the wall mixed up",H
2121-8,1438803196719,2,director,"9 lonely guy is like facing us",H
2121-8,1438803204504,2,director,"very simple image",H
2121-8,1438803241549,2,matcher,"Okay, is the loney guy the one that looks like he's wearing a robe with a hood?",H
2121-8,1438803246310,2,matcher,"standing?",H
2121-8,1438803248332,2,director,"yea",H
2121-8,1438803258517,2,director,"yeah",H
2121-8,1438803310495,2,director,"Looks like a shadow",H
2121-8,1438803325649,2,matcher,"ok",H
2121-8,1438803334464,3,matcher,"Hurray!",0
2121-8,1438803340030,3,director,"Yay",0
2121-8,1438803347616,3,director,"1 is dancing lady",G
2121-8,1438803361413,3,director,"2 is podium guy facing right",L
2121-8,1438803370779,3,director,"3 is the shadow lonely guy",H
2121-8,1438803396495,3,director,"4 is guy sitting on ground leaning against wall facing left",F
2121-8,1438803415759,3,director,"5 is the left side square guy",J
2121-8,1438803432754,3,director,"6 is on the knees arms out person",B
2121-8,1438803444069,3,director,"7 is the flag guy facing left",A
2121-8,1438803477391,3,director,"O wait.~~~2 is the standing with knees bent person  oops",L
2121-8,1438803494594,3,director,"8 is the podium guy facing right",K
2121-8,1438803502047,3,director,"9 is the ghost boo",C
2121-8,1438803519931,3,director,"10 is the skater with the leg up",I
2121-8,1438803525736,3,director,"11 the indian",E
2121-8,1438803540789,3,director,"12 is the podium guy facing left",D
2121-8,1438803552488,4,director,"1 is the flag guy",A
2121-8,1438803557644,4,director,"2 the skater",I
2121-8,1438803565762,4,director,"3 the woemn in a dress dancing",G
2121-8,1438803578043,4,director,"4 on the knees with arms up",B
2121-8,1438803584494,4,director,"5 the ghost boo",C
2121-8,1438803593381,4,director,"6 podium facing left",D
2121-8,1438803600697,4,director,"7 podium facing right",L
2121-8,1438803604514,4,director,"8 indian",E
2121-8,1438803620015,4,director,"9 on the ground leaning against a wall",F
2121-8,1438803633048,4,director,"10 left is square guy",J
2121-8,1438803642632,4,director,"11 the shadow lonely guy",F
2121-8,1438803667689,4,director,"dam.~~~~~~~~~7 is the standing up bent knees",L
2121-8,1438803680642,4,director,"12 is the podium guy facing right",K
2121-8,1438803682248,4,matcher,"12 is podium right?",K
2121-8,1438803683495,4,matcher,"okay",K
2121-8,1438803699205,5,director,"1 is the square on left guy",J
2121-8,1438803712370,5,director,"2 is the sitting down leaning on wall",F
2121-8,1438803715554,5,director,"3 skater",I
2121-8,1438803719622,5,director,"4 flag guy",B
2121-8,1438803730572,5,director,"5 on the knees with arms up",B
2121-8,1438803735209,5,director,"6 ghost",C
2121-8,1438803738878,5,director,"7 shadow",H
2121-8,1438803742460,5,director,"8 indian",E
2121-8,1438803754546,5,director,"9 standing up with bent knees",L
2121-8,1438803765743,5,director,"10 women in dress dancing",G
2121-8,1438803772427,5,director,"11 podium tight",K
2121-8,1438803778546,5,director,"12 podium left",D
2121-8,1438803796514,6,director,"1 sitting and leaning against wall",F
2121-8,1438803803765,6,director,"2 square on right guy",J
2121-8,1438803806834,6,director,"3 ghost",C
2121-8,1438803814856,6,director,"4 on knees with arms up",B
2121-8,1438803828047,6,director,"5 podium right",K
2121-8,1438803834088,6,director,"6 flag guy",A
2121-8,1438803846423,6,director,"7 standing bent knees",L
2121-8,1438803850808,6,director,"8 indian",E
2121-8,1438803854668,6,director,"9 skater",I
2121-8,1438803859963,6,director,"10 dancing women",G
2121-8,1438803868322,6,director,"11 podium left",D
2121-8,1438803873333,6,director,"12 shadow",H
