gameid,time,roundNum,sender,contents,tangram
2878-d,1438802329175,1,matcher,"which is your first image",B
2878-d,1438802364656,1,matcher,"does your first image resemble someone standing on one leg?",I
2878-d,1438802373124,1,director,"there is a square and triangle on top.  the triangle is a little on the right side down a bit (at the top)",I
2878-d,1438802411020,1,director,"no the one leg is image 5",I
2878-d,1438802429957,1,matcher,"there is one that sort of has bunny ears, where does it go?",E
2878-d,1438802436818,1,matcher,"two distinct triangles at the top",E
2878-d,1438802440677,1,director,"8",E
2878-d,1438802455356,1,director,"3 resembles someone sitting under a tree ",F
2878-d,1438802477587,1,matcher,"one sort of looks like a falling person with their arms out (falling backwards)",A
2878-d,1438802482579,1,matcher,"what number is that one",A
2878-d,1438802504967,1,director,"10",A
2878-d,1438802541610,1,matcher,"okay one of them doesnt have any distinct triangles.  looks kind of like a lego",H
2878-d,1438802546665,1,matcher,"where does it go",H
2878-d,1438802584043,1,director,"2",H
2878-d,1438802600660,1,matcher,"there is one that looks like a person facing the left carrying a tray",D
2878-d,1438802604066,1,matcher,"where does it go",D
2878-d,1438802622436,1,director,"9",D
2878-d,1438802635615,1,matcher,"there is one carrying a tray facing right, where does it go",L
2878-d,1438802679385,1,director,"11 ",L
2878-d,1438802691958,1,matcher,"okay lemme tell you what i have",0
2878-d,1438802711168,1,matcher,"1. sort of an angel looking thing (reminds me of a kneeling angel praying) something with a wing",C
2878-d,1438802715040,1,matcher,"2. lego dude",H
2878-d,1438802720504,1,matcher,"3.  sitting under a tree",F
2878-d,1438802751690,1,matcher,"4.  you can almost see 2 of the diamond/squares balanced on top of each other at the top",G
2878-d,1438802758727,1,matcher,"5.  balancing on one leg",I
2878-d,1438802781495,1,matcher,"6. two traingle looking arm things flailed out to the right",C
2878-d,1438802802924,1,matcher,"7.  almost totally rectangular on teh left side with 2 triangle points",J
2878-d,1438802806648,1,matcher,"8.  bunny ears",E
2878-d,1438802813810,1,matcher,"9.  carrying tray facing left",D
2878-d,1438802819088,1,matcher,"10.  falling backward",A
2878-d,1438802824660,1,matcher,"11.  carrying tray to the right",L
2878-d,1438802845763,1,matcher,"12.  looks like a soldier marching with a flag (square flag) slung over his shoulder",K
2878-d,1438802911482,1,director,"switch your 10 and 12.  should be good",0
2878-d,1438802923960,1,matcher,"cool thanks!",0
2878-d,1438802939075,2,matcher,"where's the one sitting under the tree",F
2878-d,1438802951396,2,director,"10",F
2878-d,1438802959358,2,matcher,"where's the guy falling backward",B
2878-d,1438802976462,2,director,"9",I
2878-d,1438802985402,2,matcher,"where's the guy standing on one leg",I
2878-d,1438803015807,2,director,"sorry falling backwards is 7, one leg is 9",I
2878-d,1438803026353,2,director,"soldier with flag is 11",A
2878-d,1438803034133,2,director,"angel praying is 12",B
2878-d,1438803044831,2,matcher,"bunny?",E
2878-d,1438803044992,2,director,"carrying a tray to the left is 6",D
2878-d,1438803064544,2,director,"carring tray to right is 8",K
2878-d,1438803067647,2,director,"bunny at 3",E
2878-d,1438803104777,2,matcher,"lego dude with no distinct triangles?",H
2878-d,1438803128452,2,director,"1",H
2878-d,1438803167697,2,matcher,"mkay, what about the weird one with two triangle arms to the left and one square head to the right",G
2878-d,1438803200737,2,director,"5",G
2878-d,1438803237110,2,matcher,"and number 2 is the thing that is mostly rectangular on the left side but has two traingles to the right?",J
2878-d,1438803324123,3,matcher,"balancing on one leg?",I
