gameid,time,roundNum,sender,contents,tangram
4800-3,1438802508715,1,matcher,"hi",0
4800-3,1438802532448,1,director,"#1 has a diamond on top and looks like a pacman on the right",K
4800-3,1438802555932,1,matcher,"okay ",K
4800-3,1438802594589,1,director,"2 is very similar to 1",L
4800-3,1438802603465,1,matcher,"yep ",L
4800-3,1438802658774,1,director,"3 has a square on the top left and the left bottom extends farther out than the square",G
4800-3,1438802679954,1,matcher,"ok",G
4800-3,1438802710567,1,director,"4 has a right angle at the very bottom and 2 triangles on top",E
4800-3,1438802798433,1,director,"5 has a diamond on top and the right bottom has a triangle pointing to the right",E
4800-3,1438802816536,1,director,"got those?",E
4800-3,1438802844090,1,matcher,"yes",E
4800-3,1438802877587,1,director,"6 looks like a man sitting down where his head is a square and his feet would be to the left",F
4800-3,1438802885428,1,matcher,"ok",F
4800-3,1438802915882,1,director,"7 is a diamond on top of a table, the left of the table is a right angle",J
4800-3,1438802947373,1,director,"8 looks like a bird carrying a flag",A
4800-3,1438802972621,1,director,"9 is a Y with a square in the middle",C
4800-3,1438803010138,1,matcher,"ok",C
4800-3,1438803037018,1,director,"skipping to 12 it looks like a square headed man wearing a rob with his arms facing left",D
4800-3,1438803049104,1,matcher,"okay should i submit it ",0
4800-3,1438803051571,1,director,"can you see which ones you haven't moved?",0
4800-3,1438803065011,1,matcher,"yeah 10 and 11 look like opposites of each other ",I
4800-3,1438803067196,1,matcher,"sort of ",I
4800-3,1438803098421,1,director,"we may be mixed up then",I
4800-3,1438803110646,1,director,"11 kind of looks like a tree stump",B
4800-3,1438803123813,1,matcher,"okay i think i have 11 and 3 mixed up",B
4800-3,1438803151450,1,director,"could be, the descriptions would be similar",B
4800-3,1438803169580,1,matcher,"okay ill just submit now should be close if not the same ",0
4800-3,1438803182378,2,director,"we suck",0
4800-3,1438803184034,2,matcher,"okay that didnt go well ",0
4800-3,1438803185674,2,matcher,"haha ",0
4800-3,1438803188575,2,matcher,"lets try again ",0
4800-3,1438803202245,2,matcher,"where is the man sitting one? ",F
4800-3,1438803206541,2,director,"5",F
4800-3,1438803220676,2,director,"other than the man sitting, 1 is the shortest",B
4800-3,1438803234848,2,director,"there is a square and a triangle in the top right",B
4800-3,1438803245123,2,matcher,"okay got it ",B
4800-3,1438803267184,2,matcher,"how about the one with the guy with his arm out to the left?",D
4800-3,1438803274439,2,director,"11",D
4800-3,1438803293796,2,director,"3 looks like a diamond on a pedestal",J
4800-3,1438803313855,2,matcher,"is the bottom a weird triangle on the right?",J
4800-3,1438803340070,2,director,"yea, the left side goes straight down ",J
4800-3,1438803347926,2,matcher,"okay how about 2?",K
