gameid,time,roundNum,sender,contents,tangram
0215-4,1438804111703,1,matcher,"so what's your number one",C
0215-4,1438804126194,1,director,"Hi. the guy with his arms spread out",C
0215-4,1438804138187,1,matcher,"2",B
0215-4,1438804154725,1,director,"The guy with a triangle pointing at his neck",B
0215-4,1438804154881,1,matcher,"is the first one sitting or standing",C
0215-4,1438804163077,1,director,"first one is standing",C
0215-4,1438804185357,1,matcher,"ok 3",D
0215-4,1438804189858,1,director,"the second one the front of his face is pointing left",B
0215-4,1438804231468,1,director,"number 3: he's facing left, looks like he's holding a dish with both hands wearing a robe",D
0215-4,1438804251095,1,matcher,"ok 4",G
0215-4,1438804277590,1,director,"number 4: like his feet are on the left side, doing a pushup maybe",G
0215-4,1438804302464,1,director,"number 4: also, a square is balanced on his neck, left side.",G
0215-4,1438804334201,1,director,"5: his head shaped like a diamond, has no arms at all",H
0215-4,1438804344239,1,matcher,"ok what is 5",H
0215-4,1438804351149,1,matcher,"oops nvm",0
0215-4,1438804368968,1,matcher,"ok 6",F
0215-4,1438804389198,1,director,"6: he could be sitting against a wall, facing left",F
0215-4,1438804395559,1,matcher,"ok 7",A
0215-4,1438804423965,1,director,"7: right side of his neck, his "face is falling off"",A
0215-4,1438804437267,1,matcher,"ok 8",L
0215-4,1438804453276,1,director,"8: he's facing right, knees bent, holding something with both arms.",L
0215-4,1438804470018,1,matcher,"ok 9",I
0215-4,1438804488870,1,director,"9: he's facing left, right leg in the air, resting on his left leg/foot",I
0215-4,1438804503553,1,matcher,"ok 10",J
0215-4,1438804531879,1,director,"10: his head is shaped like a diamond, no neck at all, just a flat surface",J
0215-4,1438804538715,1,matcher,"ok 11",E
0215-4,1438804568938,1,director,"11: his head is a block, facing right side, sitting against a wall, two triangles resting on his head",E
0215-4,1438804596061,1,matcher,"is 12 a dude praying like",K
0215-4,1438804619286,1,director,"12: yes, his head is a diamond, kneeling down, facing the right side",K
0215-4,1438804626680,1,matcher,"ok submitting",*
0215-4,1438804630193,1,director,"thanks",0
0215-4,1438804654719,2,matcher,"hi again, what is your number 1",J
0215-4,1438804674442,2,director,"1: his face is a diamond, no neck, just a flat surface, his diamond head resting on a flat surface",J
0215-4,1438804684046,2,matcher,"ok 2",F
0215-4,1438804718011,2,director,"2: he's sitting against a wall his head is a block, with two triangles pointing down, resting on his head",F
0215-4,1438804727984,2,matcher,"ok 3",C
0215-4,1438804751134,2,director,"3: he's standing diagonally, facing right side, arms spread out.",C
0215-4,1438804772100,2,matcher,"leaning left?",C
0215-4,1438804789086,2,director,"yes",C
0215-4,1438804791581,2,matcher,"ok 4",I
0215-4,1438804822194,2,director,"4: he's facing left, right leg in air, left foot/leg supporting him",I
0215-4,1438804829401,2,matcher,"ok 5",D
0215-4,1438804857071,2,director,"5: he's facing left, head is a diamond, like he's holding a big plate with both hands, wearing a robe",D
0215-4,1438804891361,2,matcher,"does four have a square on his back or is it the other one with leg in the air",I
0215-4,1438804894703,2,director,"6: as if kneeling to pray, facing right side, knees on the ground",K
0215-4,1438804898852,2,director,"back to 4:",I
0215-4,1438804918355,2,director,"4: no square on the back",I
0215-4,1438804923308,2,matcher,"ok 7",G
0215-4,1438804962490,2,director,"7: weird, his head is rolling down his neck to the left, as if doing a pushup but facing right",G
0215-4,1438804972282,2,matcher,"ok 8",L
0215-4,1438804984464,2,director,"8: facing right, knees bent",L
0215-4,1438804990615,2,matcher,"ok 9",F
0215-4,1438805012964,2,director,"9: facing left "sitting against a wall" knees bent",F
0215-4,1438805020073,2,matcher,"ok 10",B
