gameid, time, roundNum, score, name, draggedTo
0156-a,1438803461076,1,0,H_baby,2
0156-a,1438803481029,1,0,D_monk,9
0156-a,1438803484851,1,0,D_monk,1
0156-a,1438803501735,1,2,F_sadperson,2
0156-a,1438804006364,1,3,J_compact,3
0156-a,1438804014755,1,4,G_seal,4
0156-a,1438804023550,1,5,I_iceskater,5
0156-a,1438804039556,1,6,B_helpbunny,6
0156-a,1438804044197,1,6,H_baby,7
0156-a,1438804060078,1,8,K_waiter,8
0156-a,1438804093942,1,10,C_ghost,10
0156-a,1438804103396,1,9,A_bird,12
0156-a,1438804123924,1,9,L_egypt,11
0156-a,1438804141578,1,10,A_bird,11
0156-a,1438804188427,2,1,A_bird,1
0156-a,1438804202431,2,3,B_helpbunny,2
0156-a,1438804212873,2,5,I_iceskater,3
0156-a,1438804220729,2,6,J_compact,4
0156-a,1438804246982,2,6,K_waiter,5
0156-a,1438804248659,2,6,F_sadperson,6
0156-a,1438804295886,2,7,H_baby,7
0156-a,1438804303558,2,8,G_seal,8
0156-a,1438804307117,2,9,E_bunny,9
0156-a,1438804315832,2,8,C_ghost,9
0156-a,1438804317901,2,9,C_ghost,11
0156-a,1438804318855,2,10,C_ghost,10
0156-a,1438804321237,2,12,D_monk,11
0156-a,1438804347614,3,1,G_seal,1
0156-a,1438804351441,3,2,B_helpbunny,2
0156-a,1438804358376,3,3,K_waiter,3
0156-a,1438804375534,3,3,J_compact,4
0156-a,1438804378451,3,4,C_ghost,5
0156-a,1438804413780,3,5,J_compact,7
0156-a,1438804416010,3,6,H_baby,6
0156-a,1438804418626,3,6,D_monk,4
0156-a,1438804422963,3,7,F_sadperson,8
0156-a,1438804435370,3,8,A_bird,9
0156-a,1438804439573,3,10,I_iceskater,10
0156-a,1438804465301,4,1,G_seal,1
0156-a,1438804477608,4,1,K_waiter,2
0156-a,1438804478782,4,2,D_monk,3
0156-a,1438804481131,4,3,L_egypt,2
0156-a,1438804506657,4,4,H_baby,4
0156-a,1438804511337,4,5,F_sadperson,5
0156-a,1438804514712,4,6,A_bird,6
0156-a,1438804520072,4,8,E_bunny,7
0156-a,1438804522826,4,10,C_ghost,8
0156-a,1438804534871,4,12,K_waiter,11
0156-a,1438804565683,5,1,E_bunny,1
0156-a,1438804568285,5,2,C_ghost,2
0156-a,1438804571456,5,3,I_iceskater,3
0156-a,1438804580428,5,3,K_waiter,4
0156-a,1438804585215,5,4,B_helpbunny,5
0156-a,1438804591573,5,5,A_bird,6
0156-a,1438804599995,5,6,H_baby,7
0156-a,1438804612005,5,6,L_egypt,8
0156-a,1438804615125,5,7,J_compact,9
0156-a,1438804627448,5,8,G_seal,10
0156-a,1438804628725,5,10,F_sadperson,11
0156-a,1438804648964,6,2,L_egypt,1
0156-a,1438804664755,6,4,D_monk,3
0156-a,1438804668648,6,6,G_seal,4
0156-a,1438804677748,6,7,K_waiter,5
0156-a,1438804679556,6,8,E_bunny,6
0156-a,1438804717194,6,9,B_helpbunny,8
0156-a,1438804718958,6,10,C_ghost,9
0156-a,1438804720312,6,12,I_iceskater,10
0156-a,1438804721802,6,12,H_baby,12
