gameid, time, roundNum, score, name, draggedTo
1903-d,1438804364120,1,1,E_bunny,1
1903-d,1438804384904,1,2,F_sadperson,7
1903-d,1438804400947,1,3,C_ghost,9
1903-d,1438804471693,1,4,D_monk,5
1903-d,1438804494140,1,5,J_compact,2
1903-d,1438804539687,1,6,L_egypt,10
1903-d,1438804681013,1,7,B_helpbunny,11
1903-d,1438805030926,1,9,K_waiter,3
1903-d,1438805078773,1,10,H_baby,4
1903-d,1438805117982,1,12,G_seal,8
1903-d,1438805245524,2,0,A_bird,9
1903-d,1438805246929,2,1,I_iceskater,1
1903-d,1438805255031,2,2,A_bird,7
1903-d,1438805275542,2,3,B_helpbunny,2
1903-d,1438805287342,2,4,G_seal,8
1903-d,1438805293400,2,6,C_ghost,3
1903-d,1438805306411,2,5,F_sadperson,9
1903-d,1438805328764,2,6,F_sadperson,4
1903-d,1438805332271,2,7,K_waiter,5
1903-d,1438805345915,2,9,L_egypt,6
1903-d,1438805360907,2,10,J_compact,11
1903-d,1438805386366,2,12,D_monk,11
1903-d,1438805454462,3,1,G_seal,1
1903-d,1438805466224,3,2,H_baby,2
1903-d,1438805475414,3,3,E_bunny,3
1903-d,1438805483984,3,4,I_iceskater,4
1903-d,1438805495812,3,5,J_compact,5
1903-d,1438805500820,3,6,C_ghost,6
1903-d,1438805513067,3,7,L_egypt,7
1903-d,1438805520508,3,8,K_waiter,8
1903-d,1438805528952,3,9,A_bird,9
1903-d,1438805535433,3,10,D_monk,10
1903-d,1438805542072,3,12,B_helpbunny,11
1903-d,1438805569407,4,1,I_iceskater,1
1903-d,1438805574134,4,2,L_egypt,2
1903-d,1438805580702,4,3,F_sadperson,3
1903-d,1438805595015,4,4,J_compact,4
1903-d,1438805607353,4,4,G_seal,5
1903-d,1438805608786,4,5,B_helpbunny,5
1903-d,1438805614548,4,7,D_monk,6
1903-d,1438805626437,4,8,E_bunny,7
1903-d,1438805630048,4,9,A_bird,8
1903-d,1438805631790,4,10,C_ghost,9
1903-d,1438805637377,4,12,K_waiter,10
1903-d,1438805664908,5,1,E_bunny,1
1903-d,1438805669792,5,2,G_seal,2
1903-d,1438805673706,5,3,C_ghost,3
1903-d,1438805677450,5,4,L_egypt,4
1903-d,1438805684437,5,5,J_compact,5
1903-d,1438805689580,5,6,B_helpbunny,6
1903-d,1438805696878,5,6,A_bird,11
1903-d,1438805698894,5,7,I_iceskater,7
1903-d,1438805703822,5,9,D_monk,8
1903-d,1438805706459,5,10,A_bird,9
1903-d,1438805708749,5,12,K_waiter,10
1903-d,1438805725345,6,1,A_bird,1
1903-d,1438805729571,6,1,L_egypt,2
1903-d,1438805730918,6,2,C_ghost,3
1903-d,1438805736836,6,3,K_waiter,4
1903-d,1438805749131,6,5,I_iceskater,5
1903-d,1438805752048,6,6,J_compact,6
1903-d,1438805755772,6,6,H_baby,8
1903-d,1438805757538,6,8,F_sadperson,7
1903-d,1438805760118,6,10,B_helpbunny,8
1903-d,1438805761892,6,9,L_egypt,9
1903-d,1438805765424,6,10,D_monk,2
1903-d,1438805775622,6,12,L_egypt,11
