gameid, time, roundNum, sender, contents
3409-e,1438802605864,1,director,"1 is pointing to the right and slightly crouching"
3409-e,1438802628394,1,director,"you here?"
3409-e,1438802655727,1,director,"2 is sitting with legs stretched out to left"
3409-e,1438802657548,1,matcher,"Yes. I was just following your directions~~~"
3409-e,1438802668799,1,director,"okay, just wanted to make sure"
3409-e,1438802676473,1,matcher,"Done."
3409-e,1438802693592,1,director,"3 has arms outstretched, sitting, legs to the left"
3409-e,1438802716522,1,director,"4 is straight vertical on left side, slightly pointing to the right"
3409-e,1438802769054,1,director,"5 has a wing pointing to the right, a partial diamond below the diamond head"
3409-e,1438802779762,1,matcher,"So much fun doing this with a vision impairment.~~~~~~hold on *grins*~~~"
3409-e,1438802802919,1,director,"6 is stoic, no arm/leg action"
3409-e,1438802804619,1,director,"lol"
3409-e,1438802827494,1,director,"7 is on knees with wings outstretched facing right"
3409-e,1438802837735,1,director,"8 is the ice skater"
3409-e,1438802846615,1,director,"9 is a ghost, leaning left"
3409-e,1438802868964,1,director,"10 is pointing to the left"
3409-e,1438802877175,1,director,"11 is getting ready to run"
3409-e,1438802884106,1,director,"12 has bunny ears"
3409-e,1438802904230,1,director,"anything unclear, let me know"
3409-e,1438802913234,1,matcher,"Alright.~~~~~~working~~~~~~~~~"
3409-e,1438803037818,1,director,"1 and 5 are similar -- 1 is a slight crouch, 5 looks like someone on their knees, both 'wing' pointing to the right"
3409-e,1438803104815,1,matcher,"Can youd describe 9 in a different way?"
3409-e,1438803141381,1,director,"diagonal body, slanted left, wings outstretched above (looks like a ghost to me)"
3409-e,1438803172695,1,director,"slanted left and up"
3409-e,1438803185853,1,matcher,"Alright.~~~~~~11?"
3409-e,1438803195643,1,matcher,"Thank you for your patience."
3409-e,1438803228021,1,director,"looks like a runner in a cartoon -- one leg up and off the ground to the left, other on the ground, head leaning right"
3409-e,1438803244780,1,director,"could be a dancer"
3409-e,1438803257752,1,director,"feet are pointing left"
3409-e,1438803325039,1,matcher,"Alright.~~~~~~8~~~~~~~~~and I think we will be good after that~~~"
3409-e,1438803401913,1,director,"facing left, wings in front of/below body, foot on ground pointing left, other leg about horizontal (looks like ice skater to me)"
3409-e,1438803437986,1,director,"head kinda thrown upwards"
3409-e,1438803517068,1,director,"oh, and horizontal leg is behind, to the right"
3409-e,1438803603225,1,matcher,"3? What I have here is not a sitting image.~~~~~~so, that is a problem *laughs*~~~"
3409-e,1438803659073,1,director,"it's almost like.~~~~~~sliding?  I guess~~~  bottom is pointing left, but arms/wings look outstretched behind the figure"
3409-e,1438803677848,1,director,"head kinda pointing down"
3409-e,1438803742875,1,director,"bottom is basically straight horizontal"
3409-e,1438803810633,1,director,"2 looks contemplative, 3 looks active, 7 looks like a worshipper at a religious revival (and faces right)"
3409-e,1438803837184,1,director,"7 on knees, 12 is sitting facing right, but also bunny ears"
3409-e,1438803897599,1,matcher,"Alrght.~~~~~~I think I have it~~~~~~~~~"
3409-e,1438803921294,2,director,"wow, only 8?"
3409-e,1438803924209,2,matcher,"Or not.~~~~~~*laughs*"
3409-e,1438803934808,2,matcher,"Ugh.~~~~~~apologes~~~"
3409-e,1438803940694,2,director,"just let me know, I'm happy to type more"
3409-e,1438803956464,2,director,"1 contemplative guy sitting facing left"
3409-e,1438803962583,2,director,"2 runner/dancer"
3409-e,1438803984853,2,director,"3 sliding/sitting guy, arms stretched back, facing left"
3409-e,1438803997590,2,director,"4 pointing left"
3409-e,1438803998231,2,matcher,"Is 1.~~~~~~sitting on his rear end with his knees bent?~~~~~~~~~his feet pointing to the left?"
3409-e,1438804019169,2,director,"yes! 1 has his knees bent -- good point"
3409-e,1438804045543,2,director,"5 religious revival, on knees, wings outstretched, facing right"
3409-e,1438804049838,2,director,"6 bunny ears"
3409-e,1438804066133,2,director,"7 left side straight vertical"
3409-e,1438804074275,2,director,"8 ice skater"
3409-e,1438804084536,2,director,"9 on knees, pointing right"
3409-e,1438804098961,2,director,"10 stoic, no arm/leg action"
3409-e,1438804101539,2,director,"11 ghost"
3409-e,1438804117531,2,director,"12 crouching, pointing right"
3409-e,1438804183631,2,director,"7 is kinda/sorta pointing, too, but it's less pronounced, and it's the only one with a flat left side down to the bottom of the figure"
3409-e,1438804194751,2,director,"10 isn't pointing at all"
3409-e,1438804195418,2,matcher,"Where is the image with his body almost falling to the left. He is stnading on one foot with a leg behind him to the right?"
3409-e,1438804218252,2,director,"8, that's what I'm calling the ice skater"
3409-e,1438804240744,2,director,"(thinking of figure skating)"
3409-e,1438804315885,2,matcher,"Alright.~~~~~~what about the one that looks like it has a bird beak~~~~~~~~~his "head" would be pointed down towards his feet which are both facing left~~~ He is stnading on one leg~~~"
3409-e,1438804371952,2,director,"maybe 2?  is his head tilted to the right when his feet are towards the left?"
3409-e,1438804433274,2,matcher,"Ah, I see my mistake now."
3409-e,1438804438322,2,director,"I'm not sure, though -- not seeing the beak"
3409-e,1438804460099,2,matcher,"I was thinkkng that what I was seeing was his head; it was not."
3409-e,1438804483679,2,director,"ah!, okay, I saw that as his arms/wing"
3409-e,1438804495029,2,matcher,"Alright.~~~~~~what about the image with its "back" to the right and he is pointed to the left~~~~~~~~~looks to be standing still~~~"
3409-e,1438804499174,2,director,"looks like someone getting set to run away in a cartoon to me"
3409-e,1438804525365,2,director,"any arms/legs?"
3409-e,1438804551419,2,matcher,"Not that appear to be in movement beyond pointed to the left."
3409-e,1438804634494,2,director,"4 has an 'arm' outstretched to the left, 10 has no noticeable appendages"
3409-e,1438804658158,2,matcher,"Alright. I think I have those two~~~"
3409-e,1438804664838,2,director,"4 is 'point left' to me, 10 is 'stoic'"
3409-e,1438804705839,2,matcher,"Which one would be opposite 4?.~~~~~~same basic position but pointing right?"
3409-e,1438804762781,2,director,"12 is pointing right, but kinda crouching.  7 is less obviously pointing right, but has the straight left vertical side~~~"
3409-e,1438804793221,2,matcher,"Alright.~~~~~~7 and 12 are in the right place~~~"
3409-e,1438804798877,2,director,"crouching = knees SLIGHTLY bent, but not on his knees"
3409-e,1438804825235,2,director,"7 looks ramrod straight"
3409-e,1438804849379,2,director,"or upright"
3409-e,1438804869267,2,matcher,"Is 5 kneeling with its arms outstretched?.~~~~~~revival-like position?"
3409-e,1438804884594,2,director,"yup, exactly"
3409-e,1438804907492,2,matcher,"Does 11 look like it could be lying down with its arms up slightly and outstretched?"
3409-e,1438804962823,2,director,"yeah, but lying down diagonally, upper left corner to lower right corner (looks like a cartoon ghost to me -- too much scooby doo)"
3409-e,1438804990103,2,matcher,"Maybe that is your "ghost?" Yes, exactly. Alright; good~~~"
3409-e,1438805011198,2,matcher,""Yes, exactly" to your description.~~~~~~not you watching too much scooby-doo~~~~~~~~~you can never have eough of that~~~"
3409-e,1438805025577,2,director,"lol, no offense taken"
3409-e,1438805035101,2,director,"(also, not a pothead.  just saying~~~)"
3409-e,1438805075101,2,matcher,"Alright.~~~~~~does 9 have its head tilted back to the left with its arms outstretched to the right? One leg/foot is facing to the right?"
3409-e,1438805110233,2,matcher,"Well, not really outstretched like 5.~~~~~~just stretched out away from its body~~~"
3409-e,1438805171866,2,director,"looks like a kneeling figure to me -- looks more like an arm pointing to the right, I don't really see a leg facing right (just the front of the knees)"
3409-e,1438805208964,2,director,"give me your names for the figures, too -- could help as we go forward"
3409-e,1438805278364,2,matcher,"Alright. I think I have 9~~~"
3409-e,1438805328876,2,director,"should I go 1 by 1 instead of what I've been doing"
3409-e,1438805330993,2,director,"?"
3409-e,1438805340835,2,matcher,"To me, he looks to be kneeling on one leg and looks like he could be offering someting up to someone."
3409-e,1438805349617,2,matcher,"9, I mean."
3409-e,1438805359962,2,matcher,"We can try that next round."
3409-e,1438805378311,2,director,"could be, I just think the knee would be higher then.  either way~~~"
3409-e,1438805460075,3,matcher,"Well, that was better at least."
3409-e,1438805479957,3,director,"true!"
3409-e,1438805492811,3,matcher,"Alright.~~~~~~bunny ears?"
3409-e,1438805497894,3,director,"7"
3409-e,1438805511131,3,matcher,"Skater?"
3409-e,1438805515545,3,director,"6"
3409-e,1438805526724,3,matcher,"Ghost?"
3409-e,1438805530678,3,director,"5"
3409-e,1438805557016,3,matcher,"Contemplative = sitting on rear end with knees bent to the left"
3409-e,1438805561124,3,director,"1"
3409-e,1438805579337,3,matcher,"Revial figure?"
3409-e,1438805582464,3,director,"4"
3409-e,1438805601776,3,matcher,"Meditative = stoic figure?"
3409-e,1438805605687,3,director,"8"
3409-e,1438805620100,3,matcher,"Dancer?"
3409-e,1438805624263,3,director,"2"
3409-e,1438805644574,3,matcher,"Slightly crouching figure pointed right?"
3409-e,1438805650394,3,director,"10"
3409-e,1438805687642,3,matcher,"Sitting figure pointed right?"
3409-e,1438805704026,3,director,"12"
