gameid, time, roundNum, sender, contents
1903-d,1438804327539,1,matcher,"hello?"
1903-d,1438804329687,1,director,"hi"
1903-d,1438804346910,1,director,"1. kind of looks like a rabbit"
1903-d,1438804354535,1,matcher,"facing to the right?"
1903-d,1438804357535,1,director,"yup"
1903-d,1438804361315,1,matcher,"ok got it"
1903-d,1438804370879,1,director,"7 looks like a guy sitting"
1903-d,1438804374960,1,director,"facing left"
1903-d,1438804382205,1,matcher,"got it"
1903-d,1438804396058,1,director,"9 looks like a flying person"
1903-d,1438804405361,1,matcher,"got it"
1903-d,1438804421839,1,director,"5 has a diamond head / looks like it's pointing left"
1903-d,1438804444350,1,matcher,"like standing and holding some kind of plate or tray?"
1903-d,1438804464243,1,director,"yeah the bottom looks like feet facing left too"
1903-d,1438804468758,1,matcher,"ok"
1903-d,1438804482528,1,director,"2 has a diamond head / the left side is completely straight"
1903-d,1438804499604,1,matcher,"got it"
1903-d,1438804519188,1,director,"10 has a diamond head, looks like it's pointing right"
1903-d,1438804525816,1,director,"looks like knees bent"
1903-d,1438804542005,1,matcher,"ok"
1903-d,1438804562336,1,director,"9 looks like loose shirt sleeves and waving around to the right"
1903-d,1438804568292,1,director,"tilted square head"
1903-d,1438804576802,1,matcher,"i thought 9 was the flying one?"
1903-d,1438804581416,1,director,"oops"
1903-d,1438804583547,1,director,"meant 8"
1903-d,1438804634302,1,director,"did you get it?"
1903-d,1438804642204,1,matcher,"lets come back to that one, i'm not sure"
1903-d,1438804645711,1,director,"ok"
1903-d,1438804667834,1,director,"11 has a square and triangle next to each other at the top right side"
1903-d,1438804676537,1,director,"looks like an animal facing left"
1903-d,1438804683286,1,matcher,"got it"
1903-d,1438804706751,1,director,"3 looks like two diamonds but a triangle sort of cuts into the second diamond"
1903-d,1438804728882,1,director,"the diamonds start at the top and goes down"
1903-d,1438804777666,1,director,"too confusing?"
1903-d,1438804780527,1,matcher,"haha yea"
1903-d,1438804784178,1,director,"sorry xD"
1903-d,1438804802170,1,director,"hmmm, looks like a bird with two things on its head"
1903-d,1438804812391,1,director,"beak facing right"
1903-d,1438804819098,1,director,"tail goes straight up"
1903-d,1438804826506,1,director,"pointed belly"
1903-d,1438804860655,1,matcher,"the one that's got a diamond head and the body is two triangles? tail facing right and one leg?"
1903-d,1438804904557,1,director,"uhh"
1903-d,1438804928607,1,director,"are we just missing 3,4. 8?"
1903-d,1438804937508,1,director,"I'll try to explain another one"
1903-d,1438804958887,1,matcher,"ok.~~~~~~see 10?"
1903-d,1438804966626,1,matcher,"there's a similiar one with a cutout in the back"
1903-d,1438804992430,1,director,"yeah"
1903-d,1438804997305,1,matcher,"where does that one go?"
1903-d,1438805003532,1,director,"3"
1903-d,1438805025708,1,matcher,"ok, and theres one similar to 2 with a flat left and right side"
1903-d,1438805052677,1,matcher,"looks like he's kneeling down"
1903-d,1438805072406,1,director,"should be 4"
1903-d,1438805090917,1,matcher,"ok and there's one that looks like a rabbit lounging"
1903-d,1438805092740,1,matcher,"facing left"
1903-d,1438805096457,1,director,"1"
1903-d,1438805102742,1,director,"wait"
1903-d,1438805113708,1,director,"8"
1903-d,1438805115238,1,matcher,"yea theres one that looks like hes sitting with his hand behind him"
1903-d,1438805121898,1,matcher,"ok"
1903-d,1438805122005,1,director,"yeah, 8"
1903-d,1438805139958,1,matcher,"we just have 6 and 12 now to go i think"
1903-d,1438805158502,1,matcher,"and 11"
1903-d,1438805164722,1,director,"6 kind of looks like balancing on one foot"
1903-d,1438805169441,1,matcher,"ok got it"
1903-d,1438805176198,1,matcher,"and is 11 or 12 a rabbit?"
1903-d,1438805176246,1,director,"12 is the one kicking"
1903-d,1438805190755,1,matcher,"ok, is 11 a rabbit looking thing?"
1903-d,1438805203615,1,director,"sorta "
1903-d,1438805211161,1,matcher,"alright i think we got them all"
1903-d,1438805214857,1,director,"ok :)"
1903-d,1438805223661,2,matcher,"nice"
1903-d,1438805228115,2,director,":D"
1903-d,1438805241221,2,director,"1 balancing on one foot"
1903-d,1438805248089,2,matcher,"k"
1903-d,1438805249160,2,director,"7 kicking"
1903-d,1438805256582,2,matcher,"k"
1903-d,1438805271366,2,director,"2 that last one that I said sorta look like a rabbit"
1903-d,1438805276931,2,director,"from last round"
1903-d,1438805277092,2,matcher,"ok"
1903-d,1438805283900,2,director,"8 louging rabbit"
1903-d,1438805289878,2,matcher,"alright"
1903-d,1438805290823,2,director,"3 flying person"
1903-d,1438805295017,2,matcher,"ok"
1903-d,1438805298731,2,director,"4 sitting person"
1903-d,1438805309636,2,matcher,"ok"
1903-d,1438805327736,2,director,"5 the one that had a cut out at the back "
1903-d,1438805334312,2,matcher,"ok"
1903-d,1438805334616,2,director,"pointing right"
1903-d,1438805339769,2,director,"6 looks like it"
1903-d,1438805344579,2,director,"bent knees"
1903-d,1438805348005,2,matcher,"ok"
1903-d,1438805354293,2,director,"11 the one holding tray"
1903-d,1438805367918,2,matcher,"with the straight left side?"
1903-d,1438805376120,2,matcher,"ok"
1903-d,1438805379105,2,director,"straight right"
1903-d,1438805384089,2,matcher,"oh ok i got"
1903-d,1438805387161,2,director,"12 rabbit facing right / looking down"
1903-d,1438805391062,2,matcher,"ok"
1903-d,1438805400359,2,director,"10 one that looks like kneeling"
1903-d,1438805412879,2,director,"9 straight left side / diamond head"
1903-d,1438805419648,2,matcher,"alright i think thats it"
1903-d,1438805448523,3,director,"1. lounging rabbit"
1903-d,1438805452093,3,matcher,"much faster that time now that we agree what these are lol"
1903-d,1438805455417,3,director,"yeah"
1903-d,1438805455511,3,matcher,"ok"
1903-d,1438805462624,3,director,"2 kneeling "
