gameid, time, roundNum, sender, contents
4167-f,1438802836765,1,matcher,"i''m ready"
4167-f,1438802839365,1,director,"Alrighty"
4167-f,1438802858099,1,director,"First is the one that looks like a person facing with arms together to the right"
4167-f,1438802882799,1,director,"And the feet on that one are slanted down/left"
4167-f,1438802898716,1,matcher,"ok, done"
4167-f,1438802906464,1,director,"#2 looks like a rabbit.~~~~~~kinda"
4167-f,1438802918847,1,matcher,"done"
4167-f,1438802942952,1,director,"#3 : bottom left small triangle, big blobby black shape. Top/right is a diamond with a triangle sticking out of the right bottom side"
4167-f,1438802970563,1,matcher,"got it"
4167-f,1438802971942,1,director,"#4 close to a rectangle, bottom right side has a right facing triangle attached"
4167-f,1438802990956,1,matcher,"ok"
4167-f,1438802992148,1,director,"#5 Think person going Yay! while falling backwards"
4167-f,1438803001807,1,matcher,"ok"
4167-f,1438803048153,1,director,"#6 bottom is flatish parallegagram slanted right, bunch of random triangles up/right, top is a diamond on the leftish side"
4167-f,1438803058978,1,director,"#7 dude sitting facing left"
4167-f,1438803076711,1,director,"#8 dude standing, facing left, almost looks like they are holding a book"
4167-f,1438803100059,1,director,"#9 um.~~~~~~the bottom looks like feet, facing left, taking a step?"
4167-f,1438803126530,1,director,"#10. Vaguely chicken like, standing on 1 thinner rectangle/triangle foot"
4167-f,1438803145083,1,director,"#11 almost a rectangle, diamond for head, small indendted triangle @ bottom right"
4167-f,1438803174579,1,director,"#12 has 2 diamonds on top, and a big triangle indent on the right"
4167-f,1438803244039,2,matcher,"ready"
4167-f,1438803260500,2,director,"Okay # 1 sad bunny facing right (like it's head is tilted down)"
4167-f,1438803278299,2,director,"#2 diamond head, blocky body, bottom has a triangle pointing right"
4167-f,1438803288698,2,director,"#3 the person falling backward saying yay"
4167-f,1438803309939,2,director,"#4 um.~~~~~~the long parallelagram bottom with the left side diamond head and a couple random triangles on right"
4167-f,1438803327438,2,director,"#5 person facing right, diamond head, pointy triangle arms & has knees sorta"
4167-f,1438803351167,2,director,"#6the weird 1 legged chicken with a tiny diamond head on the leftish"
4167-f,1438803368260,2,director,"#7 the stepping dude with a diamond backpack type looking thing"
4167-f,1438803382826,2,director,"#8 2 diamonds on head, big triangle indent on mid right"
4167-f,1438803391949,2,director,"#9 guy sitting facing left"
4167-f,1438803403585,2,director,"10# This one is just messy.~~~~~~~~~has a diamond on top, very blobby"
4167-f,1438803421422,2,director,"#11 narrow diamond head, almost rectangle body with small triangle indent @ bottom right"
4167-f,1438803431071,2,director,"#12dude holding a book facing left"
4167-f,1438803469876,3,matcher,"ready"
4167-f,1438803473257,3,director,"Okay"
4167-f,1438803484015,3,director,"#1 the odd chicken on 1 leg with diamond head"
4167-f,1438803491632,3,director,"2 the guy with a book facing left"
4167-f,1438803507486,3,director,"3 ugh, blob. diamond head with like a triangle sprouting off it on bot right"
4167-f,1438803516295,3,director,"4 2 diamonds on top triangle indent mid right"
4167-f,1438803522618,3,director,"5 dude falling back saying yay"
4167-f,1438803537216,3,director,"6 dude facing right, bigish triangle indent mid right"
4167-f,1438803550998,3,director,"7 narrow diamond head, blocky body with small indent bottom right"
4167-f,1438803558384,3,director,"8 sad bunny sitting facing right"
4167-f,1438803562210,3,director,"9dude sitting facing left"
4167-f,1438803581995,3,director,"10 parallelgram @ bottom, diamond head on leftish top"
4167-f,1438803590530,3,director,"11 the walker with the diamond backpak"
4167-f,1438803606557,3,director,"12 diamond head, rectangle body that kinda goes to the right @ the bottom"
4167-f,1438803631241,4,matcher,"ready"
4167-f,1438803640185,4,director,"1 book guy facing left"
4167-f,1438803648475,4,director,"2 parallelagram bottom diamond head"
4167-f,1438803654878,4,director,"3 walking left 2/backpack"
4167-f,1438803657830,4,director,"4 odd chicken thing"
4167-f,1438803661039,4,director,"5 2 diamond head"
4167-f,1438803674363,4,director,"6 the weird blobby one with diamond/sprouty triangle head"
4167-f,1438803680660,4,director,"7 sad bunny faces right"
4167-f,1438803681530,4,matcher,"explain the parallelagram bottom one a little more in detail please"
4167-f,1438803684894,4,director,"8 person sitting faces left"
4167-f,1438803688101,4,director,"9 falling yay dude"
4167-f,1438803698350,4,director,"10 rectangle body narrow diamond head, indent bottom right"
4167-f,1438803717715,4,director,"11 faces right, has arms (the middle triangle indent thing)"
4167-f,1438803728567,4,director,"12 rectangle body no arms, bottom goes right"
4167-f,1438803766348,4,director,"sorry um"
4167-f,1438803799067,4,director,"so #2 has a parallelagram @ bottom (long slanted rectangle), like 3 triangles make up the body, diamond head on topish left side"
4167-f,1438803893914,5,matcher,"grrr.~~~ready"
4167-f,1438803917252,5,director,"Noo I don't want to be the director XD oookay"
4167-f,1438803924139,5,director,"1 walking left, has backpack"
4167-f,1438803937047,5,director,"2 rectangle body w/ right facing feet"
4167-f,1438803944218,5,director,"3 rectangle body indented right foot"
4167-f,1438803951051,5,director,"4 sad bunny sitting facing right"
4167-f,1438803958782,5,director,"5 the weird chicken w/diamond head"
4167-f,1438804018164,5,matcher,"explain #2 please"
