gameid,time,roundNum,sender,contents
3682-d,1438802839764,1,director,"hi"
3682-d,1438802842355,1,matcher,"hi"
3682-d,1438802851200,1,matcher,"i'm kind of confused lol"
3682-d,1438802872587,1,matcher,"i know i have to match your board but how?!"
3682-d,1438802881442,1,director,"I have to tell you which one goes where"
3682-d,1438802887537,1,matcher,"ohhhh ok!"
3682-d,1438802900585,1,matcher,"k, so i guess I'm ready :-)"
3682-d,1438802911017,1,director,"the one that's sitting/laying down with the legs extended is 12 for me"
3682-d,1438802934585,1,matcher,"k"
3682-d,1438802942205,1,director,"the one that looks like it has bunny ears is 11"
3682-d,1438802953480,1,matcher,"k"
3682-d,1438802988272,1,director,"the one that looks like a backwards L, with two triangles to the right side is 10"
3682-d,1438803000072,1,director,"a backwards L with a square head"
3682-d,1438803007930,1,matcher,"k"
3682-d,1438803046942,1,director,"hm"
3682-d,1438803059121,1,matcher,"?"
3682-d,1438803063399,1,director,"a diamond head with the left side completely flat, pointing to the right is 1"
3682-d,1438803074486,1,matcher,"just so you know if i say k, that means I'm done :-)"
3682-d,1438803097241,1,matcher,"k"
3682-d,1438803115486,1,director,"a square head that looks like it's being poked with a triangle, with arms to the left is 2"
3682-d,1438803145553,1,matcher,"k"
3682-d,1438803172491,1,director,"a person that looks like it is starting to run right with feet pointed to the left is 3"
3682-d,1438803197056,1,matcher,"k"
3682-d,1438803220318,1,director,"a person that looks like it has its hands raised, leaning left is 4"
3682-d,1438803230522,1,matcher,"k"
3682-d,1438803256619,1,director,"a person with a diamond head, right side completely straight, pointing left"
3682-d,1438803262208,1,director,"is 5"
3682-d,1438803268020,1,matcher,"k"
3682-d,1438803283091,1,director,"a person that looks like it has a tail, or kicking right is 6"
3682-d,1438803296236,1,matcher,"k"
3682-d,1438803312140,1,director,"a person kneeling, with arms to the right, and the knees looking like a > is 7"
3682-d,1438803361314,1,matcher,"k.~~~that one was harder lol"
3682-d,1438803404735,1,director,"another one that looks like it is kneeling to the right (similar to 7), but has a triangle point on the left side instead of the > is 8"
3682-d,1438803427014,1,director,"and the last one is 9"
3682-d,1438803487744,1,matcher,"hmmm, im gonna have to go back through because i dont know which one i didnt pick yet >:("
3682-d,1438803511738,1,director,"it should be a diamond head, hexagonal body with a triangle poking out bottom right"
3682-d,1438803515362,1,matcher,"duh lol"
3682-d,1438803542578,1,matcher,"yeah, i wasnt thinking straight."
3682-d,1438803547045,1,matcher,"k"
3682-d,1438803567857,2,matcher,"how did i only get 8?!  "
3682-d,1438803570785,2,director,"dunno"
3682-d,1438803584161,2,director,"bunny ears sitting, slumped to the right is 8"
3682-d,1438803587317,2,matcher,"that is not right, you gave really good descriptions"
3682-d,1438803598086,2,matcher,"k"
3682-d,1438803609683,2,director,"arms raised leaninf legt is 7"
3682-d,1438803613897,2,director,"leaning left"
3682-d,1438803618833,2,matcher,"k"
3682-d,1438803633770,2,director,"diamond head, hexagonal body, triangle bottom right is 9"
3682-d,1438803653521,2,matcher,"k"
3682-d,1438803668901,2,director,"the running pose with both 'feet' pointing left is 10"
3682-d,1438803681760,2,matcher,"k"
3682-d,1438803697542,2,director,"the kneeling with the > as the legs, arms to the right is 11"
3682-d,1438803722854,2,matcher,"k"
3682-d,1438803740634,2,director,"person standing, right side completely flat, arms and feet pointing left is 12"
3682-d,1438803751431,2,matcher,"k"
3682-d,1438803770082,2,director,"person with the foot pointing left, with a tail or kicking is 1"
3682-d,1438803779128,2,matcher,"k"
3682-d,1438803802201,2,director,"similar to the > kneel, but with a triangle poking on the bottom left is 2"
3682-d,1438803821661,2,matcher,"k"
3682-d,1438803837607,2,director,"sitting person with arms and feet pointing left, being stabbed in the neck with a triangle is 3"
3682-d,1438803868445,2,matcher,"k"
3682-d,1438803887307,2,director,"standing up, completely flat left side, feet/arm pointing right is 4"
3682-d,1438803896392,2,matcher,"k"
3682-d,1438803914525,2,director,"sitting down slumped to the left, without the triangles on the right is 5"
3682-d,1438803921511,2,director,"the backward L with the triangles is 6"
3682-d,1438803936939,2,matcher,"k"
3682-d,1438803953999,3,matcher,"there is no way any were wrong!"
3682-d,1438803962990,3,matcher,"grrrrrrr"
3682-d,1438803976937,3,director,"slumped to the left is 12"
3682-d,1438803992191,3,director,"hexagonal body with triangle at the bottom right is 11"
3682-d,1438803992938,3,matcher,"k"
3682-d,1438804005776,3,matcher,"k"
3682-d,1438804009117,3,director,"bunny ears 10"
3682-d,1438804014869,3,matcher,"k"
3682-d,1438804017993,3,director,"arms raised leaning left 9"
3682-d,1438804025590,3,director,"running pose 8"
3682-d,1438804025733,3,matcher,"k"
3682-d,1438804040565,3,matcher,"k"
3682-d,1438804054620,3,director,"the flat on the left side, points on right 7"
3682-d,1438804066342,3,matcher,"k"
3682-d,1438804075869,3,director,"flat on the right side, points on left is 6"
3682-d,1438804088315,3,matcher,"k"
3682-d,1438804091507,3,director,"> legs kneeling is 5"
3682-d,1438804114994,3,matcher,"k"
3682-d,1438804116483,3,director,"triangle stabbing the neck where the square head and body meet is 4"
3682-d,1438804127365,3,matcher,"k"
3682-d,1438804137440,3,director,"one with the 'tail' or the leg up, with the foot pointing left is 3"
3682-d,1438804145089,3,matcher,"k"
3682-d,1438804154225,3,director,"the other kneel to the right but not the > bottom is 2"
3682-d,1438804168128,3,matcher,"k"
3682-d,1438804180386,4,director,"10 again lol"
3682-d,1438804186180,4,matcher,"this is bullcrap!!"
3682-d,1438804188117,4,matcher,"lol"
3682-d,1438804195368,4,director,"> legs kneel 1"
3682-d,1438804200698,4,matcher,"you are good with descriptions tooo grrrrr"
3682-d,1438804208729,4,matcher,"k"
3682-d,1438804210573,4,director,"heisman running pose 2"
3682-d,1438804220269,4,matcher,"k"
3682-d,1438804225785,4,director,"slumped bunny 3"
3682-d,1438804237192,4,matcher,"k"
3682-d,1438804245392,4,director,"stabbed in the neck with a triangle 4"
3682-d,1438804253734,4,matcher,"k"
3682-d,1438804269412,4,director,"hexagonal body with triangle bottom right 5"
3682-d,1438804278719,4,director,"flat right side, arm/feet pointing left 6"
3682-d,1438804294500,4,matcher,"k"
3682-d,1438804297762,4,director,"slumped body 7"
3682-d,1438804307629,4,matcher,"k"
3682-d,1438804330852,4,director,"ballerina / person with tail, foot pointing left 8"
3682-d,1438804339766,4,matcher,"k"
3682-d,1438804340472,4,director,"two hands raised, leaning left 9"
3682-d,1438804348365,4,matcher,"k"
3682-d,1438804354476,4,director,"the not > kneeling, arms to the right"
3682-d,1438804369707,4,matcher,"k"
3682-d,1438804371905,4,director,"backwards L 11"
3682-d,1438804374721,4,director,"flat left 12"
3682-d,1438804379083,4,matcher,"k"
3682-d,1438804386364,5,matcher,"grrrrrrrrrrrrrrr"
3682-d,1438804394529,5,director,"maybe right and left mixed up? xD"
3682-d,1438804414705,5,matcher,"lol.~~~~~~~~~~~~no, i think this HIT is messed up ha"
3682-d,1438804434780,5,director,"stabbed in the neck 1, backwards L 2, ballerina/tail 3, running 4, bunny 5, slumped body 6"
3682-d,1438804469705,5,matcher,"k"
3682-d,1438804512997,5,director,"arm/foot to the left, flat right back 7, two arms raised leaning left 8, the not > kneeling at 9, the > at 10"
3682-d,1438804545026,5,director,"flat leftside, foot/arm right 11, hexagonal body with a triangle bottom right 12"
3682-d,1438804607045,5,matcher,"k"
3682-d,1438804614186,6,director,"O.o"
3682-d,1438804619321,6,matcher,"9?!!?  yeah ok"
