gameid,time,roundNum,sender,contents
7822-4,1438962097500,1,matcher,"hi"
7822-4,1438962101162,1,matcher,"hurry"
7822-4,1438962123444,1,matcher,"are you there"
7822-4,1438962124352,1,director,"Image 1: sqaure on top but the point facing up work.  "
7822-4,1438962157857,1,director,"one large triangle under it with the top tip touching square point"
7822-4,1438962194154,1,director,"medium triangle under large triangle facing up with point in center"
7822-4,1438962228768,1,director,"next to that there is a large triange upside down next to the medium triangle"
7822-4,1438962235636,1,matcher,"dude you can't take a minute for each square"
7822-4,1438962239445,1,matcher,"this will take one hour"
7822-4,1438962265082,1,matcher,"describe it like a person is standing"
7822-4,1438962276320,1,matcher,"look at those shapes"
