gameid, time, roundNum, score, name, draggedTo
7764-f,1438808289053,1,0,K_waiter,3
7764-f,1438808311802,1,0,D_monk,2
7764-f,1438808311968,1,0,D_monk,2
7764-f,1438808317745,1,1,I_iceskater,11
7764-f,1438808358433,1,2,E_bunny,7
7764-f,1438808365243,1,4,F_sadperson,8
7764-f,1438808383877,1,5,K_waiter,10
7764-f,1438808395372,1,6,A_bird,9
7764-f,1438808410434,1,7,D_monk,12
7764-f,1438808426508,1,8,C_ghost,1
7764-f,1438808451236,1,8,G_seal,2
7764-f,1438808456003,1,10,L_egypt,2
7764-f,1438808500228,1,12,H_baby,6
7764-f,1438808529349,2,1,I_iceskater,12
7764-f,1438808542459,2,2,D_monk,11
7764-f,1438808556907,2,3,L_egypt,10
7764-f,1438808563829,2,4,E_bunny,9
7764-f,1438808575260,2,6,J_compact,8
7764-f,1438808589058,2,7,A_bird,6
7764-f,1438808604462,2,8,F_sadperson,5
7764-f,1438808619172,2,9,K_waiter,1
7764-f,1438808623606,2,10,G_seal,2
7764-f,1438808633283,2,12,H_baby,3
7764-f,1438808667373,3,1,I_iceskater,1
7764-f,1438808671181,3,2,G_seal,2
7764-f,1438808680558,3,3,H_baby,3
7764-f,1438808689540,3,4,J_compact,4
7764-f,1438808696798,3,5,D_monk,5
7764-f,1438808699684,3,6,C_ghost,6
7764-f,1438808709592,3,7,F_sadperson,7
7764-f,1438808715134,3,8,K_waiter,8
7764-f,1438808721064,3,9,A_bird,9
7764-f,1438808732159,3,10,L_egypt,10
7764-f,1438808782422,4,1,J_compact,1
7764-f,1438808784205,4,2,A_bird,2
7764-f,1438808787686,4,4,K_waiter,3
7764-f,1438808796568,4,5,L_egypt,4
7764-f,1438808803357,4,6,F_sadperson,5
7764-f,1438808810771,4,7,C_ghost,6
7764-f,1438808816807,4,8,D_monk,7
7764-f,1438808821885,4,10,I_iceskater,8
7764-f,1438808828087,4,12,B_helpbunny,9
7764-f,1438808830717,4,12,E_bunny,10
7764-f,1438808855150,5,1,G_seal,1
7764-f,1438808861678,5,2,A_bird,2
7764-f,1438808874590,5,3,K_waiter,3
7764-f,1438808880191,5,4,C_ghost,4
7764-f,1438808884703,5,5,F_sadperson,5
7764-f,1438808892878,5,6,L_egypt,6
7764-f,1438808895954,5,7,I_iceskater,7
7764-f,1438808907048,5,8,B_helpbunny,8
7764-f,1438808914808,5,9,H_baby,9
7764-f,1438808916537,5,10,E_bunny,10
7764-f,1438808924769,5,12,J_compact,11
7764-f,1438808951129,6,1,G_seal,1
7764-f,1438808953600,6,2,F_sadperson,2
7764-f,1438808959184,6,3,E_bunny,3
7764-f,1438808964496,6,4,A_bird,4
7764-f,1438808973958,6,6,L_egypt,5
7764-f,1438808978934,6,7,H_baby,6
7764-f,1438808985274,6,9,D_monk,7
7764-f,1438808993088,6,10,J_compact,8
7764-f,1438809005063,6,12,K_waiter,11
