gameid, time, roundNum, score, name, draggedTo
0619-a,1438802717574,1,0,B_helpbunny,9
0619-a,1438802725841,1,0,H_baby,10
0619-a,1438802729390,1,0,E_bunny,1
0619-a,1438802735689,1,0,C_ghost,7
0619-a,1438802737296,1,0,F_sadperson,2
0619-a,1438802747475,1,0,D_monk,3
0619-a,1438802797798,1,1,C_ghost,2
0619-a,1438802822752,1,2,E_bunny,3
0619-a,1438802855558,1,2,I_iceskater,10
0619-a,1438802904808,1,3,F_sadperson,12
0619-a,1438802955889,1,3,K_waiter,5
0619-a,1438803059276,1,4,H_baby,1
0619-a,1438803062753,1,5,J_compact,4
0619-a,1438803199299,1,5,K_waiter,8
0619-a,1438803258038,1,6,D_monk,6
0619-a,1438803697702,2,1,H_baby,1
0619-a,1438803711290,2,2,C_ghost,2
0619-a,1438803738230,2,2,K_waiter,5
0619-a,1438803755371,2,3,E_bunny,6
0619-a,1438803781078,2,4,F_sadperson,7
0619-a,1438803810075,2,5,D_monk,3
0619-a,1438803831320,2,6,I_iceskater,8
0619-a,1438804017797,2,7,G_seal,12
0619-a,1438804274657,3,0,I_iceskater,1
0619-a,1438804285385,3,1,F_sadperson,3
0619-a,1438804300321,3,1,K_waiter,2
0619-a,1438804337930,3,2,E_bunny,6
0619-a,1438804349890,3,3,D_monk,5
0619-a,1438804409917,3,3,A_bird,4
0619-a,1438804443486,3,3,G_seal,8
0619-a,1438804539700,3,4,H_baby,9
0619-a,1438804550452,3,5,J_compact,10
0619-a,1438804566656,3,6,C_ghost,12
0619-a,1438804718130,4,2,J_compact,3
0619-a,1438804734765,4,3,D_monk,4
0619-a,1438804748647,4,4,F_sadperson,8
0619-a,1438804758472,4,5,E_bunny,9
0619-a,1438804773689,4,6,H_baby,10
0619-a,1438804808507,4,7,A_bird,11
0619-a,1438804856657,4,8,C_ghost,12
0619-a,1438804875961,4,9,I_iceskater,2
0619-a,1438805205624,5,1,E_bunny,1
0619-a,1438805220612,5,2,D_monk,2
0619-a,1438805231686,5,3,J_compact,4
0619-a,1438805254931,5,3,I_iceskater,5
0619-a,1438805269589,5,3,A_bird,6
0619-a,1438805277470,5,4,G_seal,7
0619-a,1438805281234,5,6,C_ghost,8
0619-a,1438805295125,5,7,F_sadperson,10
0619-a,1438805310998,5,8,A_bird,11
0619-a,1438805314424,5,8,K_waiter,12
0619-a,1438805339017,5,9,B_helpbunny,3
0619-a,1438805418327,5,10,I_iceskater,6
0619-a,1438805523873,6,0,I_iceskater,1
0619-a,1438805525135,6,0,I_iceskater,8
0619-a,1438805526785,6,1,A_bird,1
0619-a,1438805538651,6,3,F_sadperson,2
0619-a,1438805564963,6,3,K_waiter,3
0619-a,1438805570398,6,4,H_baby,4
0619-a,1438805582257,6,6,E_bunny,5
0619-a,1438805593735,6,7,B_helpbunny,6
0619-a,1438805611637,6,9,J_compact,8
0619-a,1438805623401,6,9,L_egypt,10
0619-a,1438805626082,6,10,D_monk,10
