gameid,time,roundNum,score,name,draggedTo
8762-d,1438966605558,1,1,H_baby,1
8762-d,1438966649607,1,2,F_sadperson,7
8762-d,1438966681769,1,3,C_ghost,5
8762-d,1438966696583,1,3,C_ghost,5
8762-d,1438966697167,1,3,A_bird,4
8762-d,1438966697635,1,3,A_bird,4
8762-d,1438966700412,1,3,C_ghost,5
8762-d,1438966719131,1,4,J_compact,6
8762-d,1438966741358,1,5,I_iceskater,4
8762-d,1438966806603,1,6,D_monk,11
8762-d,1438966836080,1,8,E_bunny,9
8762-d,1438966934324,1,9,L_egypt,2
8762-d,1438967003005,1,10,B_helpbunny,2
8762-d,1438967129665,2,0,E_bunny,1
8762-d,1438967162148,2,1,A_bird,2
8762-d,1438967179875,2,2,J_compact,3
8762-d,1438967230316,2,2,L_egypt,5
8762-d,1438967245890,2,3,I_iceskater,4
8762-d,1438967266449,2,4,D_monk,5
8762-d,1438967269097,2,3,D_monk,8
8762-d,1438967273594,2,4,D_monk,5
8762-d,1438967305571,2,6,F_sadperson,6
8762-d,1438967346082,2,7,L_egypt,7
8762-d,1438967382832,2,8,E_bunny,9
8762-d,1438967418247,2,7,K_waiter,10
8762-d,1438967422408,2,8,B_helpbunny,1
8762-d,1438967442855,2,9,L_egypt,10
8762-d,1438967444535,2,10,K_waiter,11
8762-d,1438967453362,2,12,H_baby,12
8762-d,1438967461681,2,10,G_seal,1
8762-d,1438967515476,3,1,H_baby,2
8762-d,1438967521680,3,1,I_iceskater,1
8762-d,1438967545828,3,1,B_helpbunny,3
8762-d,1438967551471,3,2,L_egypt,4
8762-d,1438967560516,3,3,K_waiter,5
8762-d,1438967584367,3,3,E_bunny,9
8762-d,1438967589194,3,4,F_sadperson,6
8762-d,1438967594597,3,5,I_iceskater,7
8762-d,1438967599376,3,6,A_bird,1
8762-d,1438967612414,3,7,E_bunny,8
8762-d,1438967630820,3,8,D_monk,9
8762-d,1438967633567,3,9,C_ghost,10
8762-d,1438967648585,3,10,J_compact,11
8762-d,1438967677515,4,0,I_iceskater,1
8762-d,1438967679879,4,1,A_bird,1
8762-d,1438967690227,4,2,E_bunny,2
8762-d,1438967693253,4,3,I_iceskater,3
8762-d,1438967699667,4,4,L_egypt,4
8762-d,1438967718581,4,5,J_compact,5
8762-d,1438967733091,4,6,F_sadperson,6
8762-d,1438967735852,4,7,C_ghost,7
8762-d,1438967751420,4,8,K_waiter,8
8762-d,1438967762258,4,10,G_seal,9
8762-d,1438967773447,4,12,H_baby,10
8762-d,1438967800064,5,1,H_baby,1
8762-d,1438967832260,5,2,G_seal,3
8762-d,1438967834400,5,3,K_waiter,4
8762-d,1438967841599,5,4,F_sadperson,5
8762-d,1438967846476,5,3,G_seal,2
8762-d,1438967856591,5,4,E_bunny,2
8762-d,1438967865052,5,5,A_bird,6
8762-d,1438967878545,5,6,D_monk,7
8762-d,1438967883273,5,7,I_iceskater,8
8762-d,1438967894373,5,8,C_ghost,9
8762-d,1438967905920,5,9,J_compact,10
8762-d,1438967924615,5,10,E_bunny,11
8762-d,1438967934627,5,12,B_helpbunny,2
8762-d,1438967969966,6,1,D_monk,1
8762-d,1438967979691,6,2,F_sadperson,2
8762-d,1438967993956,6,3,B_helpbunny,3
8762-d,1438967997531,6,4,C_ghost,4
8762-d,1438968005371,6,5,L_egypt,5
8762-d,1438968016501,6,6,H_baby,6
8762-d,1438968024346,6,8,I_iceskater,7
8762-d,1438968042206,6,10,K_waiter,9
8762-d,1438968052298,6,12,G_seal,10
