gameid,time,roundNum,sender,contents
7764-f,1438808295385,1,director,"ok"
7764-f,1438808300342,1,matcher,"ok"
7764-f,1438808313032,1,director,"the figure that looks like an ice skater goes in spot 11"
7764-f,1438808320637,1,matcher,"ok"
7764-f,1438808345296,1,director,"figure with like a bowtie in her hair sitting down is 7"
7764-f,1438808358009,1,director,"man sitting down is 8"
7764-f,1438808375217,1,director,"figure kneeling and praying is 10"
7764-f,1438808389192,1,director,"figure lifting a leg up is 9"
7764-f,1438808399574,1,director,"man standing holding a dish is 12"
7764-f,1438808421323,1,director,"guy lunging diagonally is 1"
7764-f,1438808441660,1,director,"zig zag like figure with a plate is 2"
7764-f,1438808455682,1,director,"3 is sort of a hlaf square with a diamond on top"
7764-f,1438808465820,1,director,"4 looks like a man dragging something"
7764-f,1438808490035,1,director,"6 looks like a a crooked octogon with a diamon on top"
7764-f,1438808499234,1,director,"5 is justr a bunch of shapes"
7764-f,1438808510020,2,director,"haha wow"
7764-f,1438808514557,2,matcher,"nice work!!"
7764-f,1438808523583,2,director,"ok 12 is the ice skater"
7764-f,1438808534133,2,director,"11 is the man standing holding a dish"
7764-f,1438808548460,2,director,"10 is the zigzag shape holding a plate"
7764-f,1438808557694,2,director,"9 is the bowtie in hair figure"
7764-f,1438808567844,2,director,"8 is half of a square with a diamond on top"
7764-f,1438808573474,2,director,"7 is guy lungin diagonally"
7764-f,1438808585177,2,director,"6 is figure lifting a leg up"
7764-f,1438808601064,2,director,"5 is a man sitting down against a wall"
7764-f,1438808614653,2,director,"1 is someone keeling or praying"
7764-f,1438808619706,2,director,"2 is guy dragging something"
7764-f,1438808628432,2,director,"3 is crooked octogon with diamond on top"
7764-f,1438808637892,2,director,"4 is bunch of shapes"
7764-f,1438808646393,3,director,":)"
7764-f,1438808649817,3,matcher,"haha, this is great!"
7764-f,1438808663754,3,director,"1 is ice skater"
7764-f,1438808668184,3,director,"2 guy draggin something"
7764-f,1438808675978,3,director,"3 crooked octogon with diamond"
7764-f,1438808684718,3,director,"4 is half square with diamond on top"
7764-f,1438808691899,3,director,"5 is guy standing holding plate"
7764-f,1438808697007,3,director,"6 is lunging diagonal"
7764-f,1438808706450,3,director,"7 guy sitting down against wall"
7764-f,1438808711873,3,director,"8 kneeling a praying"
7764-f,1438808718363,3,director,"9 guy lifting leg up"
7764-f,1438808727045,3,director,"10 zig zag guy holding a plate"
7764-f,1438808731288,3,director,"12 bowtie"
7764-f,1438808734582,3,director,"11 bunch of shapes"
7764-f,1438808747384,4,matcher,"crap, i missed something there"
7764-f,1438808756366,4,director,"yeah my bad i went out of order at the end"
7764-f,1438808764914,4,matcher,"ooo, didn't notice that"
7764-f,1438808773162,4,director,"1 half square with diamond on top"
7764-f,1438808776470,4,director,"2 guy lifting leg"
7764-f,1438808780887,4,director,"3 kneeling a praying"
7764-f,1438808791943,4,director,"4 zigzag guy holding plate"
7764-f,1438808800401,4,director,"5 guy sitting against wall"
7764-f,1438808806182,4,director,"6 luging diagonal"
7764-f,1438808812503,4,director,"7 man standing with plate"
7764-f,1438808818816,4,director,"8 ice skater"
7764-f,1438808824064,4,director,"9 bunch of shapes"
7764-f,1438808827514,4,director,"10 bow tie"
7764-f,1438808833001,4,director,"11 guy dragging something"
7764-f,1438808842102,4,director,"12 crooked octogon with diamond"
7764-f,1438808851287,5,director,"1 guy draggin somehing"
7764-f,1438808858714,5,director,"2 guy lifting leg up"
7764-f,1438808870131,5,director,"3 praying or kneeling"
7764-f,1438808875245,5,director,"4 lunging diagonal"
7764-f,1438808881532,5,director,"5 guy sitting against wall"
7764-f,1438808889428,5,director,"6 zig zag guy with dish"
7764-f,1438808893738,5,director,"7 ice skater"
7764-f,1438808900609,5,director,"8 bunch of shapes"
7764-f,1438808908830,5,director,"9 crooked octogon with diamond on top"
7764-f,1438808912669,5,director,"10 bow tie"
7764-f,1438808917791,5,director,"11 half sqaure with diamond"
7764-f,1438808928085,5,director,"12 standing with plate"
7764-f,1438808935794,6,matcher,"awesome"
7764-f,1438808939650,6,director,"we rock"
7764-f,1438808944344,6,director,"1 guy dragging something"
7764-f,1438808949193,6,director,"2 guy sitting against wall"
7764-f,1438808954280,6,director,"3 bow tie"
7764-f,1438808960570,6,director,"4 guy lifting leg up"
7764-f,1438808966934,6,director,"5 zig zag guy with plate"
7764-f,1438808974735,6,director,"6 crooked octogon with diamond"
7764-f,1438808982866,6,director,"7 standing with plate"
7764-f,1438808989274,6,director,"8 half square - diamond on top"
7764-f,1438808993609,6,director,"9 bunch of shapes"
7764-f,1438808995970,6,director,"10 ice skater"
7764-f,1438809002598,6,director,"11 kneeling and praying"
7764-f,1438809005796,6,director,"12 lunge diagonal"
