gameid,time,roundNum,sender,contents
1053-3,1438962258512,1,matcher,"Hello"
1053-3,1438962304532,1,director,"no 1 look its heads like a bird with one leg and adiamond on"
1053-3,1438962350484,1,matcher,"I see more than one like that"
1053-3,1438962370709,1,director,"just 1 leg"
1053-3,1438962379162,1,matcher,"lets start with the most obvious "
1053-3,1438962380148,1,director," and a tail"
1053-3,1438962413521,1,director,"square and a triangle on top"
1053-3,1438962425726,1,matcher,"ok I think I got it"
1053-3,1438962433967,1,director,"thats no 2"
1053-3,1438962452528,1,matcher,"ok so what is # 1"
1053-3,1438962465883,1,director," 3 has 2 triangles on top of a square"
1053-3,1438962489319,1,matcher,"got it"
1053-3,1438962508417,1,director,"1 has a square pointed up with a 1 leg and mouth open"
1053-3,1438962553598,1,matcher,"don't see it"
1053-3,1438962565264,1,director,"4 square on top of a 8 sided body"
1053-3,1438962586051,1,matcher,"don't see ti"
1053-3,1438962589855,1,director,"there is only one image that has a beak that is open and that is no 1"
1053-3,1438962628267,1,matcher,"I see several open beeks"
1053-3,1438962639762,1,director,"5 has a square with what looks like 2 hands in the air"
1053-3,1438962653640,1,director,"I have only one open beak on my images"
1053-3,1438962657466,1,matcher,"like its flying"
1053-3,1438962664144,1,director,"yes"
1053-3,1438962667703,1,director," taht's 5"
1053-3,1438962672316,1,matcher,"got it"
1053-3,1438962685622,1,director,"6 looks like it's sitting down"
1053-3,1438962702975,1,director," 12 has one foot up and one down"
1053-3,1438962748240,1,director,"7 square on top of a 11 sided body"
1053-3,1438962751226,1,matcher,"ok got 6 and 12"
1053-3,1438962781382,1,matcher,"I don't see 12"
1053-3,1438962793695,1,director,"8 has a square on the left side of a 15 sided body"
1053-3,1438962810310,1,director,"122 has one foot in the air"
1053-3,1438962823734,1,matcher,"can you try to use something other than the side counting?"
1053-3,1438962829911,1,director,"with a square on it right side"
1053-3,1438962837746,1,director,"like what?"
1053-3,1438962857593,1,director,"the images do not resemble anything"
1053-3,1438962859018,1,matcher,"one looks like a grad gown "
1053-3,1438962878220,1,matcher,"like a student"
1053-3,1438962879370,1,director,"that might be 11"
1053-3,1438962903355,1,matcher,"next time I'll keep track of what we've already done"
1053-3,1438962915405,1,director,"10 looks like it's kneeling"
1053-3,1438962947349,1,matcher,"ok"
1053-3,1438962952900,1,director,"did you get 8?"
1053-3,1438962972611,1,director,"it has the most sides"
1053-3,1438962989383,1,director,"triangle on the bottom right"
1053-3,1438963006151,1,matcher,"ok"
1053-3,1438963008344,1,director,"9 has a square on a flat surface"
1053-3,1438963028432,1,matcher,"ok got it "
1053-3,1438963035621,1,director,"you should have 1 left"
1053-3,1438963055701,1,director,"looks like a one legged bird yhat's no 1"
1053-3,1438963058049,1,matcher,"ok so than it should be done"
1053-3,1438963066974,1,director,"yes submit"
1053-3,1438963076473,1,matcher,"next time is my turn to take the lead?"
1053-3,1438963100521,1,matcher,"I'll ask you questions"
1053-3,1438963117957,2,director,"ok ask"
1053-3,1438963136561,2,matcher,"looks like it's flying ?"
1053-3,1438963145707,2,director,"no 5"
1053-3,1438963171232,2,director,"sitting is no 1"
1053-3,1438963171890,2,matcher,"looks like its sitting and holding legs"
1053-3,1438963189554,2,director,"no 1"
1053-3,1438963204737,2,director,"grad student 3"
